Assunto	Pergunta	Resposta Padrão
Mudança na Legislação	Quando é necessário realizar o exame Orto-Cresol?	"O exame Orto-Cresol é utilizado para monitoração das exposições ocupacionais ao agente químico tolueno, conforme disposto no ANEXO I da NR-7. Em relação à rotina, o mesmo dispositivo preconiza, no subitem 7.5.13, que os exames previstos nesse anexo devem ser realizados a cada seis meses, e o subitem 7.5.15 informa que não serão obrigatórios em exame admissional, retorno ao trabalho, mudança de risco ocupacional e exame demissional. Nesse contexto, o Orto-Cresol entrará obrigatoriamente no periódico anual e semestral. 
Em relação à substituição desse exame, a medida foi utilizada em conformidade com o Artigo 3º da Portaria Nº 6.734, de 9 de março de 2020. Os exames do anexo I deverão ser considerados a partir dos prazos estabelecidos e suas respectivas observações. Dessa forma, a preferência é que o monitoramento do tolueno seja feito através do exame do tolueno, via sangue ou urina, ou do Orto-cresol urinário. No entanto, até que esses indicadores estejam disponíveis, a exposição ao Tolueno deve ser monitorada por meio do Ácido Hipúrico.
"
Palestras e/ou Treinamentos	A BR MED elabora palestras de saúde presencial?	Por causa da pandemia, propusemos a nova metodologia de palestras online, na qual, por meio de um invite criado pelo próprio cliente, ministramos o conteúdo diretamente na plataforma no dia e horário previamente agendados. Nessa nova modalidade, além da flexibilidade de horários e dias, temos um grande facilitador: uma maior abrangência, visto que empresas que possuem mais de uma filial em outros estados pelo Brasil também conseguem ter acesso ao conteúdo compartilhado. Visando uma melhor experiencia ao cliente, nossa indicação sempre é nessa modalidade, mas, caso haja algum impeditivo, podemos verificar a disponibilidade da agenda para o formato presencial. A agenda para eventos presenciais, no entanto, é mais restrita.
Palestras e/ou Treinamentos	o que é a SIPAT ?	É a Semana interna de prevenção de acidentes no trabalho.O principal objetivo é promover conhecimentos e reflexões, despertando o olhar crítico sobre a importância da prevenção de acidentes, combate ao adoecimento e segurança e qualidade de vida no local de trabalho. Esse evento é realizado pela CIPAA.
PCA	O que é o PCA?	É o Programa de Controle Auditivo. Na BR MED, esse serviço é realizado pela área de Saúde por meio da emissão do relatório anual, e, na sequência, pela área de Segurança. Importante reforçar que a necessidade de elaboração do PCA está diretamente ligada ao risco físico ou ruído, na qual é preciso realizar exame complementar de audiometria.
PCA	Em qual Norma Regulamentadora se enquadra o PCA?	A principal Norma Regulamentadora sobre as medidas de prevenção do PCA é a NR-7 (Programa de Controle Médico de Saúde Ocupacional).
PCMSO	Como são liberados os programas PCMSO elaborados via Portal De Serviços?	As solicitações que vem por meio do portal de serviços também serão respondidas pela ferramenta. Os chamados são finalizados com link do respectivo documento salvo na plataforma Único-doc.
PCMSO	Qual o fluxo de atualização da planilha de médicos das nossas clínicas credenciadas?	As informações com os dados dos médicos que realizam atendimentos em nossas clínicas credenciadas são enviadas pelo time de Credenciados para o time de Saúde via e-mail e, posteriormente, atualizamos a listagem padronizada com as informações repassadas.
PCMSO	A BR MED atualmente faz essa atualização da planilha de médicos? Se sim em qual periodicidade?	A listagem de médicos é solicitada à clínica no início de nossa parceria com a mesma. Pedimos atualização quando houver mudança no quadro de médicos ou inclusão de algum que ainda não foi cadastrado. A atualização da planilha é feita sempre que recebemos novas informações das clínicas credenciadas.
PCMSO	O que é necessário para elaborar um PCMSO?	"Para elaboração do PCMSO, faz-se necessário o envio dos itens abaixo:
- PGR (preferencialmente em Word ou PDF);
- Nome do médico responsável pelo PCMSO;
- Cronograma de palestra (opcional);
- Lista de Hospitais de referência em caso de urgência ou emergência (opcional);
- Listagem de exigências contratuais (opcional);
- Grade padrão BR MED ou cliente;
- Exames exigidos pela empresa (exigência contratual);
- Dados do responsável pela implementação do PCMSO na empresa.

"
PCMSO	O que é PCMSO?	O Programa de Controle Médico de Saúde Ocupacional (PCMSO), referente à NR-7, tem objetivo de proteger e preservar a saúde dos empregados em relação aos riscos ocupacionais e garantir, conforme avaliação de riscos do Programa de Gerenciamento de Risco (PGR), um ambiente de trabalho seguro.
PCMSO	Para que serve o PCMSO?	O PCMSO tem como objetivo proteger e preservar a saúde dos empregados em relação aos riscos ocupacionais, conforme avaliação de riscos do Programa de Gerenciamento de Risco (PGR). Além disso, o PCMSO é parte integrante do conjunto mais amplo de iniciativas da organização no campo da saúde dos colaboradores, devendo estar harmonizado com o disposto nas NRs relacionadas.
PCMSO	Qual o campo de aplicação do PCMSO?	Esta Norma se aplica à qualquer organização, órgão público ou órgãos dos poderes legislativos e judiciário, além do Ministério Público, que possuam empregados regidos pela Consolidação das Leis Trabalhistas (CLT). De acordo com o subitem 1.8.6 da NR-1, as empresas devem realizar e custear os exames médicos ocupacionais admissionais, demissionais e periódicos, que deve ser feito a cada dois anos. MEI, ME e EPP são desobrigados de elaborar o PCMSO.
PCMSO	Quem é o responsável pela elaboração do PCMSO?	Conforme NR-7, o médico responsável designado pelo empregador irá elaborar o PCMSO em concordância com as normativas dispostas na NR e analisando o respectivo PGR. No entanto, a implementação é de responsabilidade da organização.
PCMSO	Quais são as diretrizes do PCMSO?	São diretrizes do PCMSO: rastrear e detectar precocemente os agravos à saúde relacionados ao trabalho;  detectar possíveis exposições excessivas a agentes nocivos ocupacionais; definir a aptidão de cada empregado para exercer suas funções ou tarefas determinadas; subsidiar a implantação e o monitoramento da eficácia das medidas de prevenção adotadas na organização; subsidiar análises epidemiológicas e estatísticas sobre os agravos à saúde e sua relação com os riscos ocupacionais;  subsidiar decisões sobre o afastamento de empregados de situações de trabalho que possam comprometer a saúde; subsidiar a emissão de notificações de agravos relacionados ao trabalho, de acordo com a regulamentação pertinente;  subsidiar o encaminhamento de empregados à Previdência Social; acompanhar de forma diferenciada o empregado cujo estado de saúde possa ser especialmente afetado pelos riscos ocupacionais; subsidiar a Previdência Social nas ações de reabilitação profissional; subsidiar ações de readaptação profissional;  controlar a imunização ativa dos empregados relacionada a riscos ocupacionais sempre que houver recomendação do Ministério da Saúde.
PCMSO	Qual o órgão fiscalizador que exige o PCMSO?	Ministério do Trabalho e Previdência.
PCMSO	O que é o PCMSO NR-32?	Programa de Controle Médico da Saúde Ocupacional conforme preconiza a NR-32 para atendimento à serviços e estabelecimentos de saúde.Tem o objetivo de proteger e preservar a saúde dos empregados em relação aos riscos ocupacionais, conforme avaliação de riscos do Programa de Gerenciamento de Risco (PGR) da organização. Além disso, o PCMSO é parte integrante do conjunto mais amplo de iniciativas da organização no campo da saúde dos colaboradores, devendo estar harmonizado com o disposto nas NRs relacionadas.
PCMSO	O que é ASO?	O Atestado de Saúde Ocupacional (ASO) é uma declaração médica que indica se o trabalhador está em condições de realizar determinadas atividades ou funções dentro de uma empresa.
PCMSO	O PCMSO deve ser enviado ao eSocial?	O PCMSO não é enviado ao eSocial. O eSocial não aceita programas, documentos ou laudos.
PCMSO	Qual local da NR-7 informa que a renovação do PCMSO deve ser anual?	Conforme constante no texto normativo da NR-7, subitem 7.6.2, o médico responsável pelo PCMSO deve elaborar relatório analítico do Programa anualmente, considerando a data do último relatório. Nesse sentido, em concordância com o subitem 7.5.4, pelo relatório analítico ser parte integrante obrigatória do PCMSO, a renovação do documento se dará de forma anual.
PCMSO	Por que para motoristas a grade de exames é diferenciada? Quais exames são incluídos?	"As funções relacionadas à condução de veículos são consideradas atividades críticas, logo exige maior critério e controle com o objetivo de evitar mal súbito desses colaboradores. PARA MOTORISTAS PROFISSIONAIS CATEGORIA, C, D e E, a grade de exames estabelecida é: CLÍNICO OCUPACIONAL, AUDIOMETRIA TONAL, ACUIDADE VISUAL COM SENSO CROMÁTICO, GLICEMIA DE JEJUM, HEMOGRAMA COMPLETO COM PLAQUETAS, ELETROCARDIOGRAMA, ELETROENCEFALOGRAMA e AVALIAÇÃO PSICOLÓGICA.
Caso a função seja apenas para motorista de veículos leves (Categoria A e/ou B), indicamos uma grade de exames menor que consiste em: CLÍNICO OCUPACIONAL, AUDIOMETRIA TONAL, ACUIDADE VISUAL COM SENSO CROMÁTICO, GLICEMIA DE JEJUM e HEMOGRAMA COMPLETO COM PLAQUETAS. 
"
PCMSO	Por que os documento padrão BR MED vem apenas a listagem de clínicas ao invés de clínicas e médicos examinadores?	"A NR-7 não obriga a inclusão do nome dos médicos examinadores no PCMSO, apenas orienta que estes médicos estejam familiarizados com os ambientes de trabalho aos quais os trabalhadores estão expostos e com as patologias ocupacionais presentes no mesmo.
Sendo assim, nosso padrão é incluir nos PCMSOs, no item “LOCAL DE REALIZAÇÃO DOS EXAMES / CLÍNICAS AUTORIZADAS”, um texto que explica a não obrigatoriedade e suas condições, logo após, a lista de todas as clínicas próprias e credenciadas habilitadas à realização dos exames ocupacionais. Essa estratégia visa acabar com a não conformidade de um Atestado de Saúde Ocupacional (ASO) ser assinado por um médico não listado no PCMSO.
"
PCMSO	Quais são os exames utilizados para fumos metálicos? Quais as rotinas?	Os fumos metálicos geram alterações de cunho pulmonar, por conta disso é necessário o monitoramento através da ESPIROMETRIA, RADIOGRAFIA DE TÓRAX PADRÃO OIT (24 MESES) e dos metais descritos na NR-7 (ANEXO I MONITORAÇÃO DA EXPOSIÇÃO OCUPACIONAL A AGENTES QUÍMICOS - QUADROS I E II). Sendo assim obrigatória a realização dos exames CÁDMIO URINÁRIO, CHUMBO SÉRICO, CROMO URINARIO e do ÁCIDO DELTA AMINOLEVULÍNICO. Em relação a rotina de exames, a NR-7, por meio do item 7.5.13, evidencia a necessidade de monitoramento semestral. 
PCMSO	Quais são os exames utilizados para vapores orgânicos? Quais as rotinas?	"A exposição ou inalação de Vapores Orgânicos geram danos à saúde que podem estar relacionadas ao contato de produtos químicos tóxicos com a pele e olhos, resultando em doenças respiratórias crônicas, doenças do sistema nervoso, doenças nos rins e fígado, e em alguns tipos de câncer. Por conta disso, é necessário o monitoramento através do HEMOGRAMA COMPLETO COM PLAQUETAS e RETICULÓCITOS, em conjunto com os ácidos descritos na NR-7 (ANEXO I MONITORAÇÃO DA EXPOSIÇÃO OCUPACIONAL A AGENTES QUÍMICOS - QUADROS I E II). Sendo assim, é obrigatória a realização dos exames para BENZENO – ÁCIDO TRANS - TRANS MUCÔNICO, TOLUENO – TOLUENO NA URINA/ ORTO-CRESOL/ ÁCIDO HIPÚRICO (Artigo 3º da PORTARIA Nº 6.734, DE 9 DE MARÇO DE 2020), XILENO – ÁCIDO METIL HIPURICO, ETILBENZENO – ÁCIDO MANDÉLICO E ÁCIDO FENILGLIOXÍLICO. Ressaltamos, ainda, que no caso da substância BENZENO, pelo seu alto potencial cancerígeno, o monitoramento deverá ser realizado independentemente do nível de risco informado no PGR.
Em relação à rotina de exames, a NR-7, por meio do item 7.5.13, evidencia a necessidade de monitoramento semestral.
"
PCMSO	Quais são os temas para palestras informativas ministrados pelo time de Saúde?	"•        CÂNCER DE MAMA - OUTUBRO ROSA
•        CÂNCER DE PRÓSTATA - NOVEMBRO AZUL
•        DIABETES MELLITUS
•        HIPERTENSÃO ARTERIAL
•        IST – HIV
•        PRIMEIROS SOCORROS
•        QUALIDADE DE VIDA
•        COVID-19

Vale comentar que as palestras são apenas de cunho informativo e não se enquadram como treinamentos.
"
PCMSO	É preciso o médico coordenador do PCMSO ter CRM de cada local do Brasil aonde a empresa atua?	"A BR MED não considera necessário que o médico coordenador do PCMSO tenha registro profissional vigente em cada CRM da região de atuação da empresa. Conforme descrito no Despacho MTb/SSST n. 01/1996: “O médico do trabalho coordenador pode elaborar e ser responsável pelo PCMSO de várias empresas, filiais, unidades, frentes de trabalho, inclusive em várias Unidades da Federação. Por outro lado, o profissional encarregado pelo médico coordenador de realizar os exames médicos, como pratica ato médico (exame médico) e assina o ASO, deve estar registrado no CRM da Unidade da Federação em que atua”.
Já o art. 5 da Resolução CFM n. 2.183/2018 afirma que o médico coordenador do PCMSO estará obrigado a estar presente, com a regularidade que for necessária, nas empresas e em suas filiais para coordenar o referido programa. Desse modo, especialistas defendem que um médico pode estar presente em uma empresa com a regularidade que for necessária, sem que isso se configure um exercício de modo permanente ou habitual, ou seja, sem que tenha necessariamente que ter inscrição secundária naquele local.
De qualquer forma, importante saber que temos médicos próprios com registro no Rio de Janeiro, São Paulo, Minas Gerais e Bahia."
PCMSO	Quais são as informações obrigatórias que devem constar no ASO?	O ASO deve conter, no mínimo: razão social e CNPJ ou CAEPF da organização; nome completo do empregado, número de CPF e função;  a descrição dos perigos ou fatores de risco identificados e classificados no PGR que necessitem de controle médico previsto no PCMSO, ou a sua inexistência; indicação e data de realização dos exames ocupacionais clínicos e complementares a que foi submetido o empregado;  definição de apto ou inapto para a função do empregado; o nome e número de registro profissional do médico responsável pelo PCMSO, se houver; data, número de registro profissional e assinatura do médico que realizou o exame clínico. Além disso, é importante reforçar que a aptidão para trabalho em atividades específicas deve ser consignada no ASO.
PCMSO	Quais são os critérios de aptidão do PCMSO?	O PCMSO deve atuar com objetivo de prevenção, rastreamento e diagnóstico precoce dos agravos à saúde relacionados ao trabalho, inclusive de natureza subclínica, além da constatação da existência de casos de doenças profissionais ou danos irreversíveis à saúde dos trabalhadores. Este documento tem finalidade de garantir que o candidato tenha capacidade funcional para assumir determinada função em segurança, sem colocar a própria vida e a de terceiros em risco. Para isso, deve ser levado em consideração também a avaliação do estado de saúde dos empregados em atividades críticas, como definidas nesta Norma, considerando os riscos envolvidos em cada situação, e a investigação de patologias que possam impedir o exercício de tais atividades com segurança. Esta avaliação é feita por meio de exames médicos clínicos e complementares necessários, conforme os riscos ocupacionais identificados, atendendo ao determinado nos Anexos da NR-7.
PCMSO	Visando que muitas empresas não tem SESMT, quais orientações dar ao cliente sobre o que ele deve fazer ao receber o PCMSO de seu estabelecimento? 	"A empresa deverá seguir as orientações contidas no documento e providenciar a realização dos tópicos do Cronograma de Atividades do PCMSO. Vale reforçar que as datas de execução de cada item são de responsabilidade da empresa. Além disso, as informações de grade de exames e periodicidade devem ser realizadas em concordância com o que foi determinado.
Lembramos, também, que o PCMSO é um documento de constante atualização, na qual é necessária modificação sempre que a realidade do local de trabalho sofra alterações, as quais deverão ser informadas à BR MED.
"
PCMSO	Quais são os exames obrigatórios que devem constar no PCMSO de acordo com a NR-7?	Em conformidade com o subitem 7.5.6, o PCMSO deve incluir a realização obrigatória dos exames médicos: admissional; periódico; de retorno ao trabalho; de mudança de riscos ocupacionais e demissional. Estes exames médicos compreendem exames clínicos e exames complementares. Os exames serão relacionados aos riscos indicados no PGR e/ou atividade crítica desempenhada pela função.
PCMSO	Por qual motivo o exame Toxicológico Capilar não é inserido no PCMSO?	Esse exame não consta no PCMSO por se tratar de legislação diferente. O exame toxicológico não se trata de um exame ocupacional, ou seja, não está relacionado aos critérios de aptidão dos colaboradores.
PCMSO	O exame clínico vigente pode ser utilizado para fins de demissão?	Conforme subitem 7.5.11 da NR-7, referente ao exame demissional, o exame clínico deve ser realizado em até dez dias contados do término do contrato, podendo ser dispensado caso o exame clínico ocupacional mais recente tenha sido realizado há menos de 135 dias, para as organizações graus de risco 1 e 2, e há menos de 90 dias para as organizações graus de risco 3 e 4. 
PCMSO	O exame de audiometria tonal deve ser realizado na rotina 6 meses após a admissão?	Não. Em relação à periodicidade deste exame, tivemos uma alteração da legislação por meio da NR-7 no subitem 4.1 do Anexo II estipulando que o exame audiométrico deve ser realizado, no mínimo: na admissão; anualmente, tendo como referência o exame da admissional, e na demissão.
PCMSO	O que é  Relatório Analítico?	 É parte integrante do PCMSO, resumindo tudo aquilo que foi feito e analisado ao longo de sua vigência. Tem objetivo de comprovar a eficácia do programa e todo o gerenciamento de risco da corporação. Sua análise é feita em cima da quantidade de exames alterados.
PCMSO	Quais os itens que compõe o Relatório Analítico?	O médico responsável pelo PCMSO deve elaborar relatório analítico do Programa, anualmente, considerando a data do último relatório, contendo o número de exames clínicos realizados; o número e tipos de exames complementares realizados; estatística de resultados anormais dos exames complementares, categorizados por tipo do exame e por unidade operacional, setor ou função; incidência e prevalência de doenças relacionadas ao trabalho, categorizadas por unidade operacional, setor ou função; informações sobre o número, tipo de eventos e doenças informadas nas CAT, emitidas pela organização, referentes a seus empregados e  análise comparativa em relação ao relatório anterior e discussão sobre as variações nos resultados. 
PCMSO	Quais são os itens necessários para emissão do Relatório Analítico quando o PCMSO não é elaborado pela BR MED? 	Nesses casos, precisamos do PCMSO da vigência anterior e PCMSO atual, para extrairmos as informações de setores, grade de exames e quantitativo previsto. É preciso também precificar o valor desse serviço com o time de Sales como um Upsell para esse cliente.
PCMSO	Qual é o prazo para liberação do Relátorio Analítico?	O prazo padrão da elaboração do documento é de 10 dias úteis. Reforçamos que os casos de urgência, devem ser repassados a equipe com prioridade para avaliarmos a viabilidade conforme demanda.
PCMSO	O que é Relatório Epidemiológico?	"Contempla todas as informações de saúde de uma população específica, tendo como base as informações contidas no BR NET. Sendo assim é possível estratificar as informações de acordo com o filtro adotado:
- Doenças crônicas;
- IMC;
- Pressão arterial;
- Grupos farmacológicos;
-  Afastamento pelo INSS;
- Histórico familiar;
- Etilismos;
- Circunferência abdominal;
- Atividade física;
- Tabagismo.
"
PCMSO	O ASO periódico semestral pode conter aptidão para atividade crítica?	Não, o ASO periódico semestral é responsável pela monitoração da exposição ocupacional a agentes químicos, conforme exigência do item 7.5.13 da NR-7, não podendo assim ser utilizado para avaliação de aptidão para atividades críticas. Além disso, nos exames realizados nessa rotina não estão contidos os necessários para análise de tal atividade. 
PCMSO	Por que para elaboração do PCMSO da NR-32 é solicitado a listagem de ativos?	O PCMSO da NR-32, além do previsto na NR-7, e observando o disposto no inciso I do item 32.2.2.1, deve contemplar a relação contendo a identificação nominal dos trabalhadores, sua função, o local em que desempenham suas atividades e o risco a que estão expostos. Reforçamos que tais dados devem ser atualizados em concomitância com o documento, por isso é ideal que a cada alteração no quadro de colaboradores as informações sejam atualizadas.
PCMSO	É obrigatório incluir CID no atestado médico?	"Não se pode exigir informação sobre a Classificação Internacional de Doenças (CID) em atestado médico e odontológico como requisito para o abono de faltas para empregados. Se o paciente desejar, esta informação pode ser inserida, porém não é obrigatória.
A Resolução 1685/2002 do Conselho Federal de Medicina, que normatiza a emissão de atestados médicos, determina que a indicação do diagnóstico  só deve constar no documento, caso expressamente autorizado pelo paciente.
"
PCMSO	Toda empresa precisa elaborar o PCMSO?	 Os MEI, ME e EPP são desobrigadas de elaborar PCMSO, de acordo com o subitem 1.8.6 da NR-1. Porém, elas devem realizar e custear exames médicos ocupacionais admissionais, demissionais e periódicos a cada dois anos.
PCMSO	O que abrange o serviço de remoção de ambulância? 	Esse serviço garante a disponibilidade de uma ambulância sempre que houver necessidade de remoção de um colaborador para atendimento de emergência. Pode ser utilizado como complementar ao serviço de Alarme Center ao desembarcar trabalhadores offshore ou em situações de emergência por conta de complicações em teste ergométrico ou sobreaviso em algum posto de trabalho. É preciso que esse serviço esteja precificado na proposta do cliente.
PCMSO	Quando deve ser realizado o exame de retorno ao trabalho?	No exame de retorno ao trabalho, o exame clínico deve ser realizado antes que o empregado reassuma suas funções, quando ausente por período igual ou superior a 30 (trinta) dias por motivo de doença ou acidente, de natureza ocupacional ou não. Nesse contexto, a avaliação médica deve definir a necessidade de retorno gradativo ao trabalho.
PCMSO	Tenho colaboradores na mesma função, onde alguns podem realizar atividades esporádicas de altura e espaço confinado, mas não todos. Como informar isso nos programas?  	"Nesses casos as funções devem estar em GHE’s separados com setores diferentes para conseguirmos realizar a diferenciação no PCMSO e o cadastro no sistema com os riscos de acidentes relacionados a tais atividades críticas.
Ex:
GHE 01: SETOR OPERACIONAL – FUNÇÃO AUXILIAR DE OPERAÇÕES
GHE 01: SETOR OPERACIONAL/ ATIVIDADE CRÍTICA – FUNÇÃO AUXILIAR DE OPERAÇÕES.
"
PGR	Quais informações são necessárias para emissão de ART?	"Para emissão da ART se faz necessário os seguintes itens: 
Dados da empresa contratante da BR MED (cliente):
CNPJ:
NOME DA CONTRATANTE (CONFORME CNPJ):
CEP:
LOGRADOURO (RUA, ESTRADA, AVENIDA, ENTRE OUTROS):
ENDEREÇO (NOME DA RUA COM NÚMERO E COMPLEMENTO):
ESTADO:
MUNICÍPIO:
BAIRRO:

Dados da obra, estabelecimento ou local de prestação do serviço (cliente do cliente, se for o caso):
N° DO CONTRATO:
DATA DA CELEBRAÇÃO DO CONTRATO:
CNPJ:
NOME DA CONTRATANTE (CONFORME CNPJ):
CEP:
LOGRADOURO (RUA, ESTRADA, AVENIDA, ENTRE OUTROS):
ENDEREÇO (NOME DA RUA COM NÚMERO E COMPLEMENTO):
ESTADO:
MUNICÍPIO:
BAIRRO:
SERVIÇOS CONTRATADOS PELA EMPRESA E QUE DEVEM SER COBERTOS PELA ART (PGR, LTCAT, LTI, LTP, PARECER TÉCNICO, AVALIAÇÕES AMBIENTAIS, ENTRE OUTROS):
"
PPP 	O que é PPP eletrônico?	"Este documento traz os dados informados pela empresa sobre as condições de trabalho e de exposição a agentes prejudiciais à saúde do colaborador (empregado, prestador de serviço cooperado ou trabalhador avulso). A emissão do PPP de forma eletrônica tornou-se obrigatória para os períodos trabalhados a partir de 01/01/2023.
Este pedido é realizado totalmente pela internet, ou seja, não é preciso ir ao INSS. O PPP Eletrônico vem em substituição ao PPP em papel. O formato muda, mas seu objetivo permanece o mesmo: fornecer informações sobre as condições do ambiente de trabalho, principalmente para requisição de aposentadoria especial.
Embora o Manual de Orientações do eSocial – MOS defina que a partir de 1º de janeiro de 2023 o perfil profissiográfico previdenciário deva ser elaborado por meio eletrônico, os incisos 8, 9 e 10 do Decreto Nº 10.410 de 30 de junho de 2020 definem que organização deverá elaborar e manter atualizado o PPP e manter a disposição do trabalhador. Sendo assim, recomendamos que sempre que algum trabalhador solicitar o seu PPP, a empresa deverá fornecer."
PPR	O que é o PPR?	É o Programa de Proteção Respiratória. Na BR MED este serviço é realizado em parceria pelas áreas de saúde, com a emissão do relatório anual, e, na sequência, pela área de segurança, que desenvolve o programa. Importante reforçar que a necessidade de elaboração do PPR está diretamente ligada aos risco químicos que tenham como meio de propagação as vias respiratórias, na qual se faz necessária a realização dos exames complementares Espirometria Simples e Radiografia  para fins de monitoramento da saúde dos colaboradores com essa exposição.
PPR	Em qual norma regulamentadora se enquadra o PPR?	NR-15, que aborda as atividades e operações insalubres.
eSocial	 Os envios fora do prazo estabelecido pelo governo serão multados?	O empregador que não enviou as informações já pode estar sujeito a multa. Porém, caso o mesmo preste esclarecimento espontâneo sobre o atraso ou correção de alguma informação antes de qualquer cobrança fiscal, terá o valor da multa reduzido em 40%.
eSocial	Quais os benefícios do eSocial para as empresas?	Unificar o envio das informações trabalhistas e previdenciárias em um único ambiente e aumentar o controle de não conformidades das empresas. 
SESMT	"Como  funciona o dimensionamento de SESMT ?
Podemos terceirizar esses serviços para nossos clientes?"	"O dimensionamento do SESMT se faz com base no grau de risco da atividade principal e o número de funcionários no estabelecimento da empresa. O grau de risco é a informação que encontramos no Quadro I da NR-4, para então dimensionar o SESMT, com base no Quadro II da mesma Norma.
O SESMT pode ser terceirizado, dada a Lei Nº 13.429/2017, que permite a terceirização de empresa prestadora para empresa tomadora, de maneira ilimitada e irrestrita, para todas as atividades."
SESMT	O que é, como funciona e o que o Alarm engloba? 	Serviço médico para atendimento de emergência realizado de forma remota para suporte de trabalhadores OFFSHORE. Sempre que necessário, o colaborador embarcado pode entrar em contato com a central médica e será acompanhado por um médico especializado em situações de emergências, que irá prescrever medicação, caso necessário, além de acompanhar sua evolução e, em último caso, indicar seu desembarque. Esse serviço precisa estar precificado na proposta do cliente. 
SESMT	Como funciona a precificação do Alarm Center?	Precisa ser verificado com o cliente qual a cidade de atuação e, na sequência, verificar com o prestador. A área de Sales atualmente possui um único preço para esse tipo de serviço. 
SESMT	O que é o PPEOB?	O Programa de Prevenção da Exposição Ocupacional ao Benzeno é um documento com uma série de normas e diretrizes que orientam, previnem e planejam ações para controlar e evitar as consequências nocivas da exposição ao Benzeno. O PPEOB é orientado, executado e ensinado por um profissional devidamente certificado. Além de proteger a integridade física de funcionários, estende-se sua proteção para recursos naturais e de animais.
SESMT	O que é GFIP?	GFIP é uma abreviação usada para denominar a Guia de Recolhimento do Fundo de Garantia de Serviço. Ele tem como principal função recolher dados de vínculos de emprego e remunerações.
SESMT	Quais são os códigos GFIP utilizados e o que significam?	"Cada código define se o trabalhador foi exposto a algum agente nocivo durante o período de trabalho e são divididos da seguinte forma: 
00: O trabalhador não foi exposto a nenhum agente nocivo durante o período de trabalho.
01: O trabalhador foi exposto a algum agente nocivo em algum momento, mas posteriormente foi neutralizado por uma medida de controle eficaz.
02: Como previsto na legislação, exposição a agente nocivo que concede aposentadoria especial após 15 anos.
03: Como previsto na legislação, exposição a agente nocivo que concede aposentadoria especial após 20 anos.
04: Como previsto na legislação, exposição a agente nocivo que concede aposentadoria especial após 25 anos."
SESMT	Como é feito o dimensionamento para fins de enquadramento de PcD? Qual a lei?	O principal mecanismo de inserção laboral das pessoas com deficiência e dos beneficiários reabilitados pela Previdência Social  é a determinação legal contida no art. 93 da Lei nº 8.213, de 1991, para que empresas de qualquer natureza com 100 ou mais empregados preencham de 2 a 5% dos seus postos de trabalho com Pessoas com Deficiência (PcD) e/ou beneficiários reabilitados pela Previdência Social. Conforme a Legislação, as proporções para empregar pessoas com deficiência variam de acordo com a quantidade de funcionários. De 100 a 200 empregados, a reserva legal é de 2%; de 201 a 500, de 3%; de 501 a 1.000, de 4%. As empresas com mais de 1001 empregados devem reservar 5% das vagas para esse grupo.
SESMT	Qual o decreto utilizado para enquadramento de PcD?	Estes temas são tratados de acordo com os dispositivos da Convenção sobre os Direitos das Pessoas com deficiência, Lei Brasileira de Inclusão, Estatuto da Pessoa com Deficiência, Lei 13.146/2015, Lei 12764/12, Decreto 3.298/1999, e da Instrução Normativa SIT/ MTE n.º 98 de 15/08/2012. 
SESMT	Algum tipo de deficiência estabelecido no decreto nº xxxx é passivel de reversão?	Não, pois o enquadramento só deve ser realizado para situações permanentes e irreversíveis.
SESMT	Caso o colaborador seja elegível à PcD e possua laudo do especialista atualizado, ainda sim precisa realizar o exame clínico?	"Existem quatro formas de realizarmos o enquadramento:

1- Cliente novo ou colaborador que já possui laudo caracterizador que não foi feito pela BR MED - O laudo pode ser aceito, uma vez que o documento já informa a condição do trabalhador. No entanto, pode ser necessária uma nova avaliação médica, como, por exemplo, no caso do laudo apresentado ter sido feito de maneira errada e, assim, a responsabilidade técnica passa para a BR MED.

2- Identificação de PcD durante exame ocupacional - Entramos em contato com o cliente explicando da possibilidade. O cliente deve avaliar se deseja o enquadramento e caso positivo, entrar em contato com seu colaborador, para que este também esteja de acordo .Estando todos em sintonia, seremos informados e assim gerado o laudo caracterizador. A comunicação funciona igual a um comunicado de alteração

3- Quando o cliente tem uma suspeita e pede uma avaliação - Colaborador deverá realizar exame clínico

4- Colaborador reabilitado pelo INSS - É considerado como integrante da cota de PcD

Importante destacar que em alguns casos serão necessários além da avaliação do Médico do Trabalho, exames complementares e laudos de Médico Especialista para que se consiga chegar a uma definição sobre o enquadramento.   "
SESMT	O que é fazer atividade compatível na homologação de atestado?	Atividade compatível é aquela em que um colaborador, em vigência de atestado médico ou após sofrer um acidente de trabalho em que tenha sua capacidade funcional reduzida, sofre restrições definidas por um médico do trabalho na qual deve ter até total recuperação. Essa atividade é temporária, e permanece em vigor somente até total recuperação do colaborador. Importante ressaltar que a atividade compatível só vai ser possível se a nova atividade não causar nenhum prejuízo ao colaborador ou para a recuperação.
SESMT	O ASO de retorno ao trabalho sobrepõe o ASO periódico quando o colaborador está afastado pelo INSS?	A substituição vai depender da grade de exames definida na rotina para retorno ao trabalho, visto que algumas empresas optam por realizar apenas o exame clínico ocupacional. Para que a sobreposição ocorra, a grade de exames do RETORNO AO TRABALHO deve ser equivalente à grade de exames do PERIÓDICO em relação aos exames realizados.  
